gene_id,gene_type,gene_short_name
ENSMUSG00000084157.2,processed_pseudogene,Gm15576
ENSMUSG00000107989.1,TEC,Gm19692
ENSMUSG00000052144.8,protein_coding,Ppp4r2
ENSMUSG00000107887.1,lincRNA,Gm43950
ENSMUSG00000107427.1,antisense,Gm43948
ENSMUSG00000107954.1,TEC,Gm43942
ENSMUSG00000107806.1,processed_pseudogene,Gm19726
ENSMUSG00000035357.16,protein_coding,Pdzrn3
ENSMUSG00000097834.2,antisense,Gm26911
ENSMUSG00000108076.1,TEC,9530086O07Rik
ENSMUSG00000108067.1,TEC,Gm43953
ENSMUSG00000107448.1,TEC,Gm43947
ENSMUSG00000107720.1,TEC,Gm43946
ENSMUSG00000108274.1,lincRNA,Gm44169
ENSMUSG00000107696.1,TEC,Gm44171
ENSMUSG00000052236.7,lincRNA,Gm9871
ENSMUSG00000030075.10,protein_coding,Cntn3
ENSMUSG00000108092.1,TEC,Gm44189
ENSMUSG00000107563.2,antisense,Gm44188
ENSMUSG00000030077.11,protein_coding,Chl1
ENSMUSG00000107804.1,TEC,Gm44439
ENSMUSG00000107595.1,TEC,Gm44441
ENSMUSG00000107511.1,TEC,Gm44440
ENSMUSG00000107823.1,TEC,Gm44436
ENSMUSG00000030092.14,protein_coding,Cntn6
ENSMUSG00000085067.2,lincRNA,Gm15631
ENSMUSG00000064293.14,protein_coding,Cntn4
ENSMUSG00000005364.11,protein_coding,Il5ra
ENSMUSG00000013736.16,protein_coding,Trnt1
ENSMUSG00000005362.14,protein_coding,Crbn
ENSMUSG00000107714.1,lincRNA,Gm44398
ENSMUSG00000034648.9,protein_coding,Lrrn1
ENSMUSG00000107496.1,lincRNA,4933431M02Rik
ENSMUSG00000034639.7,protein_coding,Setmar
ENSMUSG00000030101.15,protein_coding,Sumf1
ENSMUSG00000091845.1,processed_pseudogene,Gm4604
ENSMUSG00000030102.11,protein_coding,Itpr1
ENSMUSG00000108219.1,TEC,Gm44101
ENSMUSG00000107458.1,antisense,Gm44040
ENSMUSG00000043024.6,processed_pseudogene,Gm16433
ENSMUSG00000087341.4,antisense,0610040F04Rik
ENSMUSG00000030103.11,protein_coding,Bhlhe40
ENSMUSG00000030105.8,protein_coding,Arl8b
ENSMUSG00000030104.9,protein_coding,Edem1
ENSMUSG00000107641.1,processed_pseudogene,Gm32858
ENSMUSG00000092448.1,antisense,Gm20387
ENSMUSG00000056755.13,protein_coding,Grm7
ENSMUSG00000092603.1,processed_pseudogene,Gm20386
ENSMUSG00000057604.9,protein_coding,Lmcd1
ENSMUSG00000044574.5,antisense,5031434C07Rik
ENSMUSG00000107559.1,TEC,Gm44193
ENSMUSG00000034387.12,protein_coding,Ssu2
ENSMUSG00000062694.7,protein_coding,Cav3
ENSMUSG00000049112.9,protein_coding,Oxtr
ENSMUSG00000094026.1,snRNA,Gm23002
ENSMUSG00000030254.16,protein_coding,Rad18
ENSMUSG00000097579.1,lincRNA,Gm26799
ENSMUSG00000030257.16,protein_coding,Srgap3
ENSMUSG00000108103.1,lincRNA,Gm44081
ENSMUSG00000107455.1,TEC,Gm43868
ENSMUSG00000030264.14,protein_coding,Thumpd3
ENSMUSG00000086429.9,antisense,Gt(ROSA)26Sor
ENSMUSG00000034269.12,protein_coding,Setd5
ENSMUSG00000042873.11,protein_coding,Lhfpl4
ENSMUSG00000030269.14,protein_coding,Mtmr14
ENSMUSG00000090194.1,antisense,Gm16161
ENSMUSG00000030270.11,protein_coding,Cpne9
ENSMUSG00000107812.1,TEC,Gm43935
ENSMUSG00000001632.16,protein_coding,Brpf1
ENSMUSG00000085012.1,antisense,Gm15492
ENSMUSG00000030271.14,protein_coding,Ogg1
ENSMUSG00000030272.15,protein_coding,Camk1
ENSMUSG00000048930.12,protein_coding,Tada3
ENSMUSG00000079426.13,protein_coding,Arpc4
ENSMUSG00000030276.19,protein_coding,Ttll3
ENSMUSG00000051169.14,protein_coding,Rpusd3
ENSMUSG00000030278.11,protein_coding,Cidec
ENSMUSG00000051256.10,protein_coding,Jagn1
ENSMUSG00000043088.16,protein_coding,Il17re
ENSMUSG00000030281.16,protein_coding,Il17rc
ENSMUSG00000030284.11,protein_coding,Creld1
ENSMUSG00000045009.9,protein_coding,Prrt3
ENSMUSG00000030286.6,protein_coding,Emc3
ENSMUSG00000092760.1,miRNA,Gm23365
ENSMUSG00000034023.16,protein_coding,Fancd2
ENSMUSG00000033963.16,protein_coding,Fancd2os
ENSMUSG00000033940.8,protein_coding,Brk1
ENSMUSG00000107937.1,sense_intronic,Gm44200
ENSMUSG00000107560.1,antisense,Gm44199
ENSMUSG00000033933.13,protein_coding,Vhl
ENSMUSG00000060477.14,protein_coding,Irak2
ENSMUSG00000107846.1,TEC,Gm43963
ENSMUSG00000108024.1,TEC,Gm43912
ENSMUSG00000056952.13,protein_coding,Tatdn2
ENSMUSG00000097994.1,antisense,Gm26982
ENSMUSG00000064177.8,protein_coding,Ghrl
ENSMUSG00000108137.1,lincRNA,Gm44053
ENSMUSG00000030298.10,protein_coding,Sec13
ENSMUSG00000030302.16,protein_coding,Atp2b2
ENSMUSG00000108297.1,sense_intronic,Gm44167
ENSMUSG00000087083.2,antisense,Gm15083
ENSMUSG00000030307.8,protein_coding,Slc6a11
ENSMUSG00000030310.10,protein_coding,Slc6a1
ENSMUSG00000053004.9,protein_coding,Hrh1
ENSMUSG00000030314.16,protein_coding,Atg7
ENSMUSG00000107411.1,processed_pseudogene,Gm19040
ENSMUSG00000030315.15,protein_coding,Vgll4
ENSMUSG00000030316.13,protein_coding,Tamm41
ENSMUSG00000107941.1,processed_pseudogene,Gm44010
ENSMUSG00000097486.2,bidirectional_promoter_lncRNA,Gm17733
ENSMUSG00000009394.13,protein_coding,Syn2
ENSMUSG00000092004.1,protein_coding,Gm17482
ENSMUSG00000030317.8,protein_coding,Timp4
ENSMUSG00000000440.12,protein_coding,Pparg
ENSMUSG00000107704.1,lincRNA,Gm44082
ENSMUSG00000042389.13,protein_coding,Tsen2
ENSMUSG00000068011.4,protein_coding,Mkrn2os
ENSMUSG00000000439.9,protein_coding,Mkrn2
ENSMUSG00000000441.17,protein_coding,Raf1
ENSMUSG00000081805.1,processed_pseudogene,Gm14335
ENSMUSG00000107994.1,bidirectional_promoter_lncRNA,D830050J10Rik
ENSMUSG00000059900.14,protein_coding,Tmem40
ENSMUSG00000030319.8,protein_coding,Cand2
ENSMUSG00000057841.5,protein_coding,Rpl32
ENSMUSG00000030321.15,protein_coding,Efcab12
ENSMUSG00000107429.2,antisense,Gm44206
ENSMUSG00000030322.12,protein_coding,Mbd4
ENSMUSG00000030323.13,protein_coding,Ift122
ENSMUSG00000030324.8,protein_coding,Rho
ENSMUSG00000030123.15,protein_coding,Plxnd1
ENSMUSG00000030126.17,protein_coding,Tmcc1
ENSMUSG00000092625.2,antisense,Gm20404
ENSMUSG00000082474.3,processed_pseudogene,Gm8213
ENSMUSG00000108030.1,bidirectional_promoter_lncRNA,9530062K07Rik
ENSMUSG00000024104.11,protein_coding,Fam21
ENSMUSG00000107577.1,TEC,Gm44103
ENSMUSG00000042213.16,protein_coding,Zfand4
ENSMUSG00000107497.1,processed_transcript,Gm44957
ENSMUSG00000025702.15,protein_coding,March8
ENSMUSG00000077758.1,snoRNA,Gm23527
ENSMUSG00000107556.1,TEC,Gm44237
ENSMUSG00000025701.12,protein_coding,Alox5
ENSMUSG00000059878.12,protein_coding,Zfp422
ENSMUSG00000107428.1,TEC,Gm44154
ENSMUSG00000042129.8,protein_coding,Rassf4
ENSMUSG00000048489.12,protein_coding,8430408G22Rik
ENSMUSG00000048108.13,protein_coding,Tmem72
ENSMUSG00000061353.11,protein_coding,Cxcl12
ENSMUSG00000107434.1,lincRNA,Gm4640
ENSMUSG00000107785.1,lincRNA,Gm45083
ENSMUSG00000099869.6,lincRNA,1700030F04Rik
ENSMUSG00000059689.14,protein_coding,Zfp637
ENSMUSG00000042097.17,protein_coding,Zfp239
ENSMUSG00000042079.13,protein_coding,Hnrnpf
ENSMUSG00000042087.5,TEC,4933440N22Rik
ENSMUSG00000107608.1,TEC,Gm43863
ENSMUSG00000004988.9,protein_coding,Fxyd4
ENSMUSG00000030134.11,protein_coding,Rasgef1a
ENSMUSG00000042042.14,protein_coding,Csgalnact2
ENSMUSG00000030110.13,protein_coding,Ret
ENSMUSG00000030138.8,protein_coding,Bms1
ENSMUSG00000030145.14,protein_coding,Zfp248
ENSMUSG00000072623.6,protein_coding,Zfp9
ENSMUSG00000007827.10,protein_coding,Ankrd26
ENSMUSG00000051331.14,protein_coding,Cacna1c
ENSMUSG00000100867.1,processed_pseudogene,Gm18981
ENSMUSG00000041477.14,protein_coding,Dcp1b
ENSMUSG00000041460.14,protein_coding,Cacna2d4
ENSMUSG00000055003.14,protein_coding,Lrtm2
ENSMUSG00000030168.13,protein_coding,Adipor2
ENSMUSG00000030170.14,protein_coding,Wnt5b
ENSMUSG00000030019.6,protein_coding,Fbxl14
ENSMUSG00000030172.15,protein_coding,Erc1
ENSMUSG00000108282.1,antisense,Gm44317
ENSMUSG00000097831.1,lincRNA,4930540M05Rik
ENSMUSG00000030166.14,protein_coding,Rad52
ENSMUSG00000045962.16,protein_coding,Wnk1
ENSMUSG00000041377.12,protein_coding,Ninj2
ENSMUSG00000041372.10,protein_coding,B4galnt3
ENSMUSG00000030177.14,protein_coding,Ccdc77
ENSMUSG00000030180.15,protein_coding,Kdm5a
ENSMUSG00000002897.5,protein_coding,Il17ra
ENSMUSG00000094626.1,protein_coding,Cecr6
ENSMUSG00000058979.7,protein_coding,Cecr5
ENSMUSG00000093739.1,antisense,Gm20692
ENSMUSG00000107744.1,lincRNA,1700072O05Rik
ENSMUSG00000071226.11,protein_coding,Cecr2
ENSMUSG00000004902.7,protein_coding,Slc25a18
ENSMUSG00000019210.10,protein_coding,Atp6v1e1
ENSMUSG00000093409.1,miRNA,Gm25193
ENSMUSG00000009112.4,protein_coding,Bcl2l13
ENSMUSG00000004446.12,protein_coding,Bid
ENSMUSG00000107971.1,TEC,Gm44260
ENSMUSG00000051586.16,protein_coding,Mical3
ENSMUSG00000108171.1,antisense,Gm43915
ENSMUSG00000097011.2,processed_transcript,Gm4651
ENSMUSG00000108096.1,processed_pseudogene,Minpp1-ps
ENSMUSG00000067825.11,protein_coding,Pex26
ENSMUSG00000107915.1,TEC,Gm44014
ENSMUSG00000030137.8,protein_coding,Tuba8
ENSMUSG00000030107.10,protein_coding,Usp18
ENSMUSG00000107736.1,lincRNA,Gm44148
ENSMUSG00000030108.14,protein_coding,Slc6a13
ENSMUSG00000030109.15,protein_coding,Slc6a12
ENSMUSG00000040797.16,protein_coding,Iqsec3
ENSMUSG00000030111.9,protein_coding,A2m
ENSMUSG00000108022.1,protein_coding,Gm7298
ENSMUSG00000059908.9,protein_coding,Mug1
ENSMUSG00000030131.8,protein_coding,Mug2
ENSMUSG00000101397.6,transcribed_unprocessed_pseudogene,Mug-ps1
ENSMUSG00000030114.8,protein_coding,Klrg1
ENSMUSG00000007458.14,protein_coding,M6pr
ENSMUSG00000040669.14,protein_coding,Phc1
ENSMUSG00000040649.15,protein_coding,Rimklb
ENSMUSG00000030116.14,protein_coding,Mfap5
ENSMUSG00000040613.14,protein_coding,Apobec1
ENSMUSG00000030117.5,protein_coding,Gdf3
ENSMUSG00000046323.8,protein_coding,Dppa3
ENSMUSG00000072789.4,processed_pseudogene,Gm10420
ENSMUSG00000012396.12,protein_coding,Nanog
ENSMUSG00000003153.10,protein_coding,Slc2a3
ENSMUSG00000107868.1,TEC,Gm5112
ENSMUSG00000097635.2,antisense,Gm26826
ENSMUSG00000003154.15,protein_coding,Foxj2
ENSMUSG00000040552.8,protein_coding,C3ar1
ENSMUSG00000030327.8,protein_coding,Necap1
ENSMUSG00000049037.8,protein_coding,Clec4a1
ENSMUSG00000043832.13,protein_coding,Clec4a3
ENSMUSG00000059639.2,protein_coding,Clec4a4
ENSMUSG00000030147.12,protein_coding,Clec4b1
ENSMUSG00000030148.15,protein_coding,Clec4a2
ENSMUSG00000067767.5,protein_coding,Clec4b2
ENSMUSG00000023349.14,protein_coding,Clec4n
ENSMUSG00000091260.1,protein_coding,Vmn2r19
ENSMUSG00000091620.2,protein_coding,Vmn2r23
ENSMUSG00000072780.2,protein_coding,Vmn2r24
ENSMUSG00000093385.3,transcribed_unprocessed_pseudogene,A330044P14Rik
ENSMUSG00000096630.1,protein_coding,Vmn2r26
ENSMUSG00000008845.9,protein_coding,Cd163
ENSMUSG00000005069.12,protein_coding,Pex5
ENSMUSG00000008153.11,protein_coding,Clstn3
ENSMUSG00000038527.9,protein_coding,C1rl
ENSMUSG00000055172.10,protein_coding,C1ra
ENSMUSG00000038521.17,protein_coding,C1s1
ENSMUSG00000079343.3,protein_coding,C1s2
ENSMUSG00000004270.13,protein_coding,Lpcat3
ENSMUSG00000004268.11,protein_coding,Emg1
ENSMUSG00000004264.17,protein_coding,Phb2
ENSMUSG00000087327.1,antisense,Gm15884
ENSMUSG00000004266.15,protein_coding,Ptpn6
ENSMUSG00000092482.1,antisense,Gm20531
ENSMUSG00000072772.3,protein_coding,Grcc10
ENSMUSG00000107478.1,protein_coding,Gm45234
ENSMUSG00000004263.15,protein_coding,Atn1
ENSMUSG00000004267.16,protein_coding,Eno2
ENSMUSG00000030125.11,protein_coding,Lrrc23
ENSMUSG00000038451.13,protein_coding,Spsb2
ENSMUSG00000023456.14,protein_coding,Tpi1
ENSMUSG00000038429.10,protein_coding,Usp5
ENSMUSG00000023505.13,protein_coding,Cdca3
ENSMUSG00000023439.11,protein_coding,Gnb3
ENSMUSG00000023191.9,protein_coding,P3h3
ENSMUSG00000038390.11,protein_coding,Gpr162
ENSMUSG00000023274.14,protein_coding,Cd4
ENSMUSG00000030124.2,protein_coding,Lag3
ENSMUSG00000030122.12,protein_coding,Ptms
ENSMUSG00000055818.2,antisense,A230083G16Rik
ENSMUSG00000030120.14,protein_coding,Mlf2
ENSMUSG00000030127.15,protein_coding,Cops7a
ENSMUSG00000030329.11,protein_coding,Pianp
ENSMUSG00000038346.18,protein_coding,Zfp384
ENSMUSG00000108034.1,antisense,Gm43989
ENSMUSG00000030330.15,protein_coding,Ing4
ENSMUSG00000108037.2,processed_transcript,Gm44597
ENSMUSG00000072770.9,protein_coding,Acrbp
ENSMUSG00000067714.13,protein_coding,Lpar5
ENSMUSG00000107761.1,TEC,2010008C14Rik
ENSMUSG00000063870.12,protein_coding,Chd4
ENSMUSG00000088208.1,scaRNA,Gm23751
ENSMUSG00000038279.10,protein_coding,Nop2
ENSMUSG00000038271.17,protein_coding,Iffo1
ENSMUSG00000057666.18,protein_coding,Gapdh
ENSMUSG00000038252.13,protein_coding,Ncapd2
ENSMUSG00000030335.6,protein_coding,Mrpl51
ENSMUSG00000030337.16,protein_coding,Vamp1
ENSMUSG00000038213.7,protein_coding,Tapbpl
ENSMUSG00000030336.14,protein_coding,Cd27
ENSMUSG00000108129.2,processed_transcript,4930417O13Rik
ENSMUSG00000030339.7,protein_coding,Ltbr
ENSMUSG00000030340.16,protein_coding,Scnn1a
ENSMUSG00000030341.17,protein_coding,Tnfrsf1a
ENSMUSG00000038167.6,protein_coding,Plekhg6
ENSMUSG00000030342.8,protein_coding,Cd9
ENSMUSG00000101191.6,antisense,Gm28809
ENSMUSG00000101162.2,processed_transcript,Gm26728
ENSMUSG00000001930.17,protein_coding,Vwf
ENSMUSG00000038115.16,protein_coding,Ano2
ENSMUSG00000049107.13,protein_coding,Ntf3
ENSMUSG00000107623.1,lincRNA,Gm10415
ENSMUSG00000045534.4,protein_coding,Kcna5
ENSMUSG00000047976.4,protein_coding,Kcna1
ENSMUSG00000038077.7,protein_coding,Kcna6
ENSMUSG00000097596.1,antisense,Gm26673
ENSMUSG00000000399.10,protein_coding,Ndufa9
ENSMUSG00000107368.1,antisense,Gm42574
ENSMUSG00000030344.11,protein_coding,Akap3
ENSMUSG00000030345.16,protein_coding,Dyrk4
ENSMUSG00000030346.16,protein_coding,Rad51ap1
ENSMUSG00000030347.6,protein_coding,D6Wsu163e
ENSMUSG00000106898.1,processed_pseudogene,Gm43125
ENSMUSG00000000183.6,protein_coding,Fgf6
ENSMUSG00000000182.9,protein_coding,Fgf23
ENSMUSG00000038028.9,protein_coding,Tigar
ENSMUSG00000097525.2,antisense,Platr31
ENSMUSG00000107379.1,antisense,Gm43126
ENSMUSG00000000184.12,protein_coding,Ccnd2
ENSMUSG00000097166.1,antisense,9330179D12Rik
ENSMUSG00000062365.4,processed_pseudogene,Gm4968
ENSMUSG00000107153.1,lincRNA,Gm38404
ENSMUSG00000106843.1,TEC,Gm42458
ENSMUSG00000037997.12,protein_coding,Parp11
ENSMUSG00000106962.1,TEC,Gm43633
ENSMUSG00000061414.8,protein_coding,Cracr2a
ENSMUSG00000107253.1,lincRNA,Gm43634
ENSMUSG00000030350.8,protein_coding,Prmt8
ENSMUSG00000107219.1,antisense,Gm42738
ENSMUSG00000030351.5,protein_coding,Tspan11
ENSMUSG00000030352.14,protein_coding,Tspan9
ENSMUSG00000107879.1,lincRNA,9330102E08Rik
ENSMUSG00000107810.1,processed_pseudogene,Gm18609
ENSMUSG00000056771.7,lincRNA,Gm10010
ENSMUSG00000030353.15,protein_coding,Tead4
ENSMUSG00000001521.12,protein_coding,Tulp3
ENSMUSG00000108267.1,sense_intronic,Gm44190
ENSMUSG00000097253.2,antisense,Gm26770
ENSMUSG00000048668.15,protein_coding,Rhno1
ENSMUSG00000107753.1,TEC,Gm44371
ENSMUSG00000001517.14,protein_coding,Foxm1
ENSMUSG00000079304.5,protein_coding,4933413G19Rik
ENSMUSG00000108011.1,protein_coding,Gm44596
ENSMUSG00000108176.1,TEC,Gm43965
ENSMUSG00000085739.1,antisense,Gm15862
ENSMUSG00000001520.12,protein_coding,Nrip2
ENSMUSG00000001518.12,protein_coding,Itfg2
ENSMUSG00000030357.10,protein_coding,Fkbp4
ENSMUSG00000059659.7,antisense,Gm10069
ENSMUSG00000030359.14,protein_coding,Pzp
ENSMUSG00000047228.9,protein_coding,BC048546
ENSMUSG00000030361.16,protein_coding,Klrb1a
ENSMUSG00000030363.8,unprocessed_pseudogene,Clec2j
ENSMUSG00000030364.6,protein_coding,Clec2h
ENSMUSG00000079299.3,protein_coding,Klrb1
ENSMUSG00000107872.2,protein_coding,Gm44511
ENSMUSG00000108095.1,lincRNA,Gm44067
ENSMUSG00000096931.1,lincRNA,Gm26656
ENSMUSG00000090164.8,protein_coding,BC035044
ENSMUSG00000030365.11,protein_coding,Clec2i
ENSMUSG00000000248.16,protein_coding,Clec2g
ENSMUSG00000085786.1,antisense,Gm15987
ENSMUSG00000079223.3,processed_pseudogene,Gm8778
ENSMUSG00000087150.7,transcribed_unprocessed_pseudogene,BC064078
ENSMUSG00000030154.10,protein_coding,Klrb1f
ENSMUSG00000030157.5,protein_coding,Clec2d
ENSMUSG00000097354.7,lincRNA,2310001H17Rik
ENSMUSG00000030156.5,protein_coding,Cd69
ENSMUSG00000047720.7,protein_coding,4922502D21Rik
ENSMUSG00000053063.11,protein_coding,Clec12a
ENSMUSG00000030159.15,protein_coding,Clec1b
ENSMUSG00000046080.17,protein_coding,Clec9a
ENSMUSG00000107792.1,sense_intronic,Gm43914
ENSMUSG00000033082.10,protein_coding,Clec1a
ENSMUSG00000079293.11,polymorphic_pseudogene,Clec7a
ENSMUSG00000030162.14,protein_coding,Olr1
ENSMUSG00000097675.2,processed_transcript,1700101I11Rik
ENSMUSG00000030161.8,protein_coding,Gabarapl1
ENSMUSG00000050241.8,protein_coding,Klre1
ENSMUSG00000067610.1,protein_coding,Klri1
ENSMUSG00000014543.14,protein_coding,Klra17
ENSMUSG00000079852.4,protein_coding,Klra4
ENSMUSG00000033024.16,protein_coding,Klra9
ENSMUSG00000030178.15,transcribed_unprocessed_pseudogene,Klra13-ps
ENSMUSG00000079853.5,protein_coding,Klra1
ENSMUSG00000098071.2,unprocessed_pseudogene,Gm44525
ENSMUSG00000098137.3,transcribed_unprocessed_pseudogene,Gm33962
ENSMUSG00000030187.15,protein_coding,Klra2
ENSMUSG00000030188.12,protein_coding,Magohb
ENSMUSG00000107658.1,processed_pseudogene,Gm44958
ENSMUSG00000032899.14,protein_coding,Styk1
ENSMUSG00000030189.15,protein_coding,Ybx3
ENSMUSG00000094113.7,protein_coding,5430401F13Rik
ENSMUSG00000089792.3,transcribed_unprocessed_pseudogene,Gm16571
ENSMUSG00000072704.6,protein_coding,Smim10l1
ENSMUSG00000107838.1,TEC,RP24-470M22.10
ENSMUSG00000030199.16,protein_coding,Etv6
ENSMUSG00000108214.1,TEC,Gm43982
ENSMUSG00000108238.1,TEC,Gm43984
ENSMUSG00000091438.1,antisense,Gm17088
ENSMUSG00000092134.1,antisense,Gm17089
ENSMUSG00000107666.1,antisense,Gm44293
ENSMUSG00000030200.13,protein_coding,Bcl2l14
ENSMUSG00000107767.1,lincRNA,Gm44448
ENSMUSG00000030201.15,protein_coding,Lrp6
ENSMUSG00000107728.1,lincRNA,Gm43949
ENSMUSG00000032718.4,protein_coding,Mansc1
ENSMUSG00000108121.1,TEC,Gm43952
ENSMUSG00000042992.15,protein_coding,Borcs5
ENSMUSG00000030203.17,protein_coding,Dusp16
ENSMUSG00000108196.1,antisense,Gm44025
ENSMUSG00000032652.13,protein_coding,Crebl2
ENSMUSG00000108233.1,processed_pseudogene,Gm44084
ENSMUSG00000032641.18,protein_coding,Gpr19
ENSMUSG00000107477.1,sense_intronic,Gm44366
ENSMUSG00000100876.1,antisense,2810454H06Rik
ENSMUSG00000003031.14,protein_coding,Cdkn1b
ENSMUSG00000107730.1,lincRNA,Gm44238
ENSMUSG00000098318.7,lincRNA,Lockd
ENSMUSG00000090698.2,protein_coding,Apold1
ENSMUSG00000030204.10,protein_coding,Ddx47
ENSMUSG00000046733.7,protein_coding,Gprc5a
ENSMUSG00000030205.15,protein_coding,Gprc5d
ENSMUSG00000108191.1,processed_pseudogene,Gm29803
ENSMUSG00000042770.8,protein_coding,Hebp1
ENSMUSG00000108239.1,antisense,Gm19434
ENSMUSG00000030207.15,protein_coding,Fam234b
ENSMUSG00000030206.13,protein_coding,Gsg1
ENSMUSG00000108276.1,antisense,Gm44276
ENSMUSG00000107768.1,lincRNA,Gm44275
ENSMUSG00000030208.15,protein_coding,Emp1
ENSMUSG00000030209.14,protein_coding,Grin2b
ENSMUSG00000086239.1,lincRNA,Gm14329
ENSMUSG00000086614.2,antisense,Gm14330
ENSMUSG00000097496.1,antisense,Gm26653
ENSMUSG00000045291.8,protein_coding,E330021D16Rik
ENSMUSG00000030213.12,protein_coding,Atf7ip
ENSMUSG00000107702.1,bidirectional_promoter_lncRNA,Gm44140
ENSMUSG00000030214.6,protein_coding,Plbd1
ENSMUSG00000042638.14,protein_coding,Gucy2c
ENSMUSG00000096010.2,protein_coding,Hist4h4
ENSMUSG00000060032.6,protein_coding,H2afj
ENSMUSG00000105415.1,miRNA,Gm44364
ENSMUSG00000030216.12,protein_coding,Wbp11
ENSMUSG00000047515.8,protein_coding,BC049715
ENSMUSG00000043298.8,protein_coding,Smco3
ENSMUSG00000030217.2,protein_coding,Art4
ENSMUSG00000030218.2,protein_coding,Mgp
ENSMUSG00000030219.13,protein_coding,Erp27
ENSMUSG00000030220.13,protein_coding,Arhgdib
ENSMUSG00000064330.9,protein_coding,Pde6h
ENSMUSG00000030222.13,protein_coding,Rerg
ENSMUSG00000107567.1,TEC,4930480K02Rik
ENSMUSG00000030223.14,protein_coding,Ptpro
ENSMUSG00000015766.14,protein_coding,Eps8
ENSMUSG00000107878.1,TEC,Gm44106
ENSMUSG00000030224.10,protein_coding,Strap
ENSMUSG00000030225.11,protein_coding,Dera
ENSMUSG00000044378.12,protein_coding,Slc15a5
ENSMUSG00000008540.11,protein_coding,Mgst1
ENSMUSG00000030226.12,protein_coding,Lmo3
ENSMUSG00000089957.2,antisense,A830011K09Rik
ENSMUSG00000107675.1,antisense,Gm30332
ENSMUSG00000100166.1,antisense,B230110G15Rik
ENSMUSG00000030228.16,protein_coding,Pik3c2g
ENSMUSG00000103951.1,TEC,Gm37269
ENSMUSG00000030230.15,protein_coding,Plcz1
ENSMUSG00000030231.11,protein_coding,Plekha5
ENSMUSG00000084477.1,misc_RNA,Gm25780
ENSMUSG00000107750.1,TEC,Gm44013
ENSMUSG00000030232.17,protein_coding,Aebp2
ENSMUSG00000079264.1,protein_coding,Gm11077
ENSMUSG00000107638.2,lincRNA,Gm30524
ENSMUSG00000100707.1,antisense,Gm28523
ENSMUSG00000041741.10,protein_coding,Pde3a
ENSMUSG00000107456.1,TEC,Gm10400
ENSMUSG00000108169.1,TEC,Gm43958
ENSMUSG00000030235.17,protein_coding,Slco1c1
ENSMUSG00000030236.10,protein_coding,Slco1b2
ENSMUSG00000084927.1,protein_coding,Gm5724
ENSMUSG00000030237.14,protein_coding,Slco1a4
ENSMUSG00000041698.11,protein_coding,Slco1a1
ENSMUSG00000079263.8,protein_coding,Gm6614
ENSMUSG00000079262.3,protein_coding,Slco1a6
ENSMUSG00000063975.13,protein_coding,Slco1a5
ENSMUSG00000041671.13,protein_coding,Pyroxd1
ENSMUSG00000030243.16,protein_coding,Recql
ENSMUSG00000030245.10,protein_coding,Golt1b
ENSMUSG00000071112.12,protein_coding,Spx
ENSMUSG00000030244.7,protein_coding,Gys2
ENSMUSG00000030246.11,protein_coding,Ldhb
ENSMUSG00000030247.9,protein_coding,Kcnj8
ENSMUSG00000030249.15,protein_coding,Abcc9
ENSMUSG00000104234.1,antisense,5330439B14Rik
ENSMUSG00000030282.14,protein_coding,Cmas
ENSMUSG00000048473.15,protein_coding,Sult6b2
ENSMUSG00000072683.3,processed_transcript,Gm7457
ENSMUSG00000030283.7,protein_coding,St8sia1
ENSMUSG00000030279.15,protein_coding,C2cd5
ENSMUSG00000108094.1,lincRNA,Gm31108
ENSMUSG00000030275.6,protein_coding,Etnk1
ENSMUSG00000107802.1,antisense,1700126G02Rik
ENSMUSG00000072679.10,lincRNA,D6Ertd474e
ENSMUSG00000086887.1,lincRNA,1700060C16Rik
ENSMUSG00000041540.16,protein_coding,Sox5
ENSMUSG00000107796.1,TEC,Gm44068
ENSMUSG00000087157.1,antisense,Sox5os2
ENSMUSG00000072677.4,sense_intronic,Sox5it
ENSMUSG00000085785.7,antisense,Sox5os3
ENSMUSG00000086282.1,antisense,Sox5os4
ENSMUSG00000030268.17,protein_coding,Bcat1
ENSMUSG00000097419.1,antisense,Gm26666
ENSMUSG00000086643.1,antisense,Gm15687
ENSMUSG00000030263.13,protein_coding,Lrmp
ENSMUSG00000043541.16,protein_coding,Casc1
ENSMUSG00000040370.13,protein_coding,Lyrm5
ENSMUSG00000030265.14,protein_coding,Kras
ENSMUSG00000107756.1,TEC,Gm44164
ENSMUSG00000086013.1,lincRNA,Gm15706
ENSMUSG00000067344.7,processed_pseudogene,Rps25-ps1
ENSMUSG00000087277.1,lincRNA,2010013B24Rik
ENSMUSG00000108234.1,TEC,Gm44428
ENSMUSG00000054966.13,protein_coding,Lmntd1
ENSMUSG00000087204.1,transcribed_processed_pseudogene,1700073E17Rik
ENSMUSG00000085658.1,lincRNA,Gm15704
ENSMUSG00000030259.12,protein_coding,Rassf8
ENSMUSG00000030256.11,protein_coding,Bhlhe41
ENSMUSG00000108126.1,TEC,Gm43909
ENSMUSG00000030255.13,protein_coding,Sspn
ENSMUSG00000108200.1,TEC,Gm43931
ENSMUSG00000085414.1,antisense,Sspnos
ENSMUSG00000030287.15,protein_coding,Itpr2
ENSMUSG00000107801.1,TEC,Gm44086
ENSMUSG00000082120.1,processed_pseudogene,Gm15720
ENSMUSG00000040250.14,protein_coding,Asun
